"battle","pubdate","DocumentURL","Title","Abstract","StoreId","ArticleType","Authors","copyright","digitalObjectIdentifier","documentType","entryDate","issn","language","languageOfSummary","pages","placeOfPublication","pubtitle","year","startPage","Database"
"KY009",1862-10-14,"http://search.proquest.com/docview/91685390","THE WAR IN KENTUCKY.","It is understood that a dispatch from Gen. BOYLE, dated at Louisville at 10 o'clock last night, reached here this morning, saying that it was gener- ally believed that the rebel Generals, BRAGG and CHEATHEM, were both killed in the engagement of Wednesday last, near Bardstown; that our loss in killed, wounded and missing, was between fifteen hundred and two thousand, white that of the enemy was much larger, and that we held the field that night and skirmished with them in the retreat next morning. In compliance with orders from Col. MUNDAY, Chief of Military Police, Maj. SPENCER, commanding Louisville Barracks, notifies all liquor dealers, where they are found selling liquor to soldiers, that their houses will be closed, their stock confiscated and poured into the street, and the proprietors arrested and confined.",91685390,"Historical Newspapers",""," Copyright New York Times Company Oct 14, 1862"," 355970082 , 2488962 , 113715"," article",1862-10-14,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-13,"http://search.proquest.com/docview/91695416","THE WAR IN KENTUCKY.","To Maj-Gen. Hallack, General-in-Chief: I have already advised you of the movements of the army under my command from Louisville. More or less skirmishing has occurred daily with the enemy's cavalry. Since then it was supposed the enemy would give battle at Bardstown.",91695416,"Historical Newspapers",""," Copyright New York Times Company Oct 13, 1862"," 79179446-1 , 1450878 , 113715"," front_page",1862-10-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-12,"http://search.proquest.com/docview/91702347","THE BATTLE AT PERRYVILLE, KY.","",91702347,"Historical Newspapers"," THE ASSOCIATED PRESS DISPATCHES.
THE ASSOCIATED PRESS DISPATCHES."," Copyright New York Times Company Oct 12, 1862"," 79179354-1 , 1450877 , 113715"," front_page",1862-10-12,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-11,"http://search.proquest.com/docview/91721416","VICTORY IN KENTUCKY","",91721416,"Historical Newspapers",""," Copyright New York Times Company Oct 11, 1862"," 79179283-1 , 1450876 , 113715"," front_page",1862-10-11,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"KY009",1862-10-10,"http://search.proquest.com/docview/91684402","Two Divisions of Buell's Army Attacked by Bragg at Perryville.","Reports just received indicate that heavy skirmishing is going on between Gen. BUELL's and Gen. BRAGG's forces, fifteen miles southeast of Bardstown, with every prospect of a general engagement.",91684402,"Historical Newspapers",""," Copyright New York Times Company Oct 10, 1862"," 79179219-1 , 1450875 , 113715"," front_page",1862-10-10,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-11,"http://search.proquest.com/docview/91693292","NEWS FROM WASHINGTON.","The Congressional meeting held in the Capitol to-day, to organize an opposition to the ultra-Abolition measures proposed in Congress, was attended by about fifty members. This was a much fuller attendance than was generally expected, and the movement becomes more formidable, if it be true, as I am informed, that many more sympathize with it than were present at the meeting.",91693292,"Historical Newspapers",""," Copyright New York Times Company May 11, 1862"," 78688522 , 1445954 , 113715"," article",1862-05-11,"0362-4331"," English"," English",6," New York, N.Y.","New York Times (1857-1922)",1862,6,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-10,"http://search.proquest.com/docview/175257701","FROM CAIRO AND BELOW.","Steamer B. arrived from the fleet early this morning, but reports no material change in the position of affairs at Fort Pillow.",175257701,"Historical Newspapers",""," Copyright Chicago Tribune Co. May 10, 1862"," 582025742 , 6660962 , 53853"," front_page",1862-05-10,""," English"," English",2," Chicago, Ill.","Chicago Tribune (1860-1872)",1862,1,"ProQuest Historical Newspapers: Chicago Tribune (1849-1989)"
"LA001",1862-05-10,"http://search.proquest.com/docview/91671749","IMPORTANT FROM NEW-ORLEANS.","SIR: I am happy to announce to you that our flag waves over both Forts Jackson and St. Philip and at New-Orleans, over the Custom-house. I am taking every means to secure the occupation by Gen. BUTLER of all the forts along the coast. Berwick's Bay and Fort Pike have been abandoned; in fact there is a general stampede. I shall endeavor to follow it up. I am bringing up the troops as fast as possible. We have destroyed all the forts above the city, four in number, white are understood to be all the impediments between this and Memphis.",91671749,"Historical Newspapers",""," Copyright New York Times Company May 10, 1862"," 78688472-1 , 1445953 , 113715"," article",1862-05-10,"0362-4331"," English"," English",7," New York, N.Y.","New York Times (1857-1922)",1862,7,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-09,"http://search.proquest.com/docview/91730289","THE CAPTURE OF NEW-ORLEANS","To Hon. Gideon Welles, Secretary of the Navy: I have the honor to announce that in the providence of God, which smiles upon a just cause, the squadron under Flagofficer FARRAGUT has been vouchsafed a glorious victory and triumph in the capture of the city of New-Orleans, Forts Jackson, St. Philip, Livingston and Pike, the batteries below and above NewOrleans as well as the total destruction of the enemy's gunboats, steam-rams, floating batteries, (iron-clad,) firecrafts, and obstructions, booms and chains.",91730289,"Historical Newspapers",""," Copyright New York Times Company May 9, 1862"," 78688219 , 1445951 , 113715"," front_page",1862-05-09,"0362-4331"," English"," English",3," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-09,"http://search.proquest.com/docview/91763990","OPERATIONS BELOW NEW-ORLEANS.","The following documents give a complete idea of the operations of the mortar fleet. They are furnished by our Special Correspondent, whose letters we published yesterday morning:",91763990,"Historical Newspapers",""," Copyright New York Times Company May 9, 1862"," 78688222 , 1445951 , 113715"," front_page",1862-05-09,"0362-4331"," English"," English",3," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-08,"http://search.proquest.com/docview/570584687","THE CAPTURE OF NEW-ORLEANS","By the arrival of the steamship Columbia, Capt. Adams, we have the first Union accounts of the ... of Forte Jackson and St. Philip, the capture of New-Orleans, and the destruction of the Rebel navy. We are indebted to the Purser of the Columbia for forwarding the interesting advices given...",570584687,"Historical Newspapers",""," Copyright IHT Corporation May 8, 1862"," 1481419032 , 23805600 , 73093"," front_page",1862-05-08,""," English"," English",1," New York, N.Y.","New - York Daily Tribune (1842-1866)",1862,2,"ProQuest Historical Newspapers: New York Tribune / Herald Tribune  (1841-1962)"
"LA001",1862-05-08,"http://search.proquest.com/docview/91675681","THE CAPTURE OF NEW-ORLEANS","The work of reducing the rebel strongholds will be commenced this morning. How long the struggle will be prolonged no one is able to prophesy. We all know that a formidable task is before us; that desperate men, fighting for the last stake, are our opponents. But of our ultimate success every body is confident.",91675681,"Historical Newspapers",""," Copyright New York Times Company May 8, 1862"," 78688143-1 , 1445950 , 113715"," article",1862-05-08,"0362-4331"," English"," English",6," New York, N.Y.","New York Times (1857-1922)",1862,6,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-08,"http://search.proquest.com/docview/91669507","THE EXPEDITION TO NEW-ORLEANS.","",91669507,"Historical Newspapers",""," Copyright New York Times Company May 8, 1862"," 78688144 , 1445950 , 113715"," article",1862-05-08,"0362-4331"," English"," English",6," New York, N.Y.","New York Times (1857-1922)",1862,6,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-08,"http://search.proquest.com/docview/91657057","DESCRIPTION OF THE FORTS.","Fort Jackson, which is by far the stronger work, is a regular pentagonal bastioned fortification, having two fronts bearing on the river, and three on the land side. The land fronts have each a glacis and covered way, and the channel is commanded by a battery of twenty-five guns.",91657057,"Historical Newspapers",""," Copyright New York Times Company May 8, 1862"," 78688199 , 1445950 , 113715"," article",1862-05-08,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,3,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-02,"http://search.proquest.com/docview/175264302","THE CAPTURE OF NEW ORLEANS.","For the first time since it was built, Fort Jackson--one of the strongest defenses of the Mississippi river below the city--was, on Sunday last ""under fire.""",175264302,"Historical Newspapers",""," Copyright Chicago Tribune Co. May 2, 1862"," 582017742 , 6660892 , 53853"," front_page",1862-05-02,""," English"," English",2," Chicago, Ill.","Chicago Tribune (1860-1872)",1862,1,"ProQuest Historical Newspapers: Chicago Tribune (1849-1989)"
"LA001",1862-05-02,"http://search.proquest.com/docview/91719793","THE GREAT NEWS IN WASHINGTON.","Washington is in a state glorious excitement to-night over the news received by the Government that Fort Macon has surrendered to Gen. Burnside, and New-Orleans has surrendered to Gen. Butler; and last, though not least, the statement of the Richmond Examiner, that Gen. Beauregard has evacuated Corinth. By this favor from rebeldom, it will be perceived that the calculation, made in this correspondence last night, that Gen. BUTLER was in New-Orleans, was correct.",91719793,"Historical Newspapers",""," Copyright New York Times Company May 2, 1862"," 78687658 , 1445945 , 113715"," front_page",1862-05-02,"0362-4331"," English"," English",3," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-02,"http://search.proquest.com/docview/91723275","THE FALL OF NEW-ORLEANS.","We are at last authoritatively informed that this large and flourishing commercial emporium of the South has fallen into the hands of Yankee vandals, who, by means of gunboats and hay bales, accomplish on water what they never can do by land. We have thus far received very brief particulars; but they are enough to satisfy us that the city has been evacuated by our troops, and is now in possession of the enemy.",91723275,"Historical Newspapers",""," Copyright New York Times Company May 2, 1862"," 78687657 , 1445945 , 113715"," front_page",1862-05-02,"0362-4331"," English"," English",3," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"LA001",1862-05-02,"http://search.proquest.com/docview/91729881","HIGHLY IMPORTANT.","The following correspondence, together with the announcement of the surrender of Fort Macon, N. C., taken from the Richmond Enquirer, of yesterday, which city it reached by telegraph, was, to-day, received at the War Department. The correspondence is between the Mayor of New-Orleans and Flag-officer FARRAGUT:",91729881,"Historical Newspapers",""," Copyright New York Times Company May 2, 1862"," 78687654-1 , 1445945 , 113715"," front_page",1862-05-02,"0362-4331"," English"," English",3," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
